timestamp,graphname,heuristic,seed,limit,objective,runtime,solution
2024-11-11 15:39:03.402613,g002103,PALUBECKIS2004bMST2,144,0.59,3993098.0,0.595752,00000000000000000000000000000000000000000000000000000000000000000000000000000000111111110111111011111110110101110111111111111110011111111001111111111110101010111111011111111101111011101110101111110111110011100110111111111101111111111111011110111111011111111111011111101111111111011011110111101111101111111111011111101110
2024-11-11 15:39:04.023657,g002103,PALUBECKIS2004bMST2,244,0.59,3993098.0,0.590226,11111111111111111111111111111111111111111111111111111111111111111111111111111111000000001000000100000001001010001000000000000001100000000110000000000001010101000000100000000010000100010001010000001000001100011001000000000010000000000000100001000000100000000000100000010000000000100100001000010000010000000000100000010001
2024-11-11 15:39:04.643875,g002103,PALUBECKIS2004bMST2,344,0.59,3993098.0,0.590355,11111111111111111111111111111111111111111111111111111111111111111111111111111111000000001000000100000001001010001000000000000001100000000110000000000001010101000000100000000010000100010001010000001000001100011001000000000010000000000000100001000000100000000000100000010000000000100100001000010000010000000000100000010001
2024-11-11 15:39:05.263448,g002103,PALUBECKIS2004bMST2,444,0.59,3993098.0,0.590204,11111111111111111111111111111111111111111111111111111111111111111111111111111111000000001000000100000001001010001000000000000001100000000110000000000001010101000000100000000010000100010001010000001000001100011001000000000010000000000000100001000000100000000000100000010000000000100100001000010000010000000000100000010001
2024-11-11 15:39:05.884624,g002103,PALUBECKIS2004bMST2,544,0.59,3993098.0,0.590216,00000000000000000000000000000000000000000000000000000000000000000000000000000000111111110111111011111110110101110111111111111110011111111001111111111110101010111111011111111101111011101110101111110111110011100110111111111101111111111111011110111111011111111111011111101111111111011011110111101111101111111111011111101110
