timestamp,graphname,heuristic,seed,limit,objective,runtime,solution
2024-11-11 17:30:05.705018,gka.5f,PALUBECKIS2004bMST2,144,2.64,190507.0,2.640129,010101100000001110011110101100000000001100000001000001000000011010110010010111011110111001110000111110010110000000011000111010110001110110011010100100110011010000000110000010000001000101011000000110100001000100011001000001001000100000000011101001011000000110001110101000001100010000001011001010100100100000011001001110000101000001100000011000100100001100101000001010011010101100100000011110000110111010100000100100100010010010001110000101010001010010010000101110100001101010000010001010001101000110001
2024-11-11 17:30:08.410572,gka.5f,PALUBECKIS2004bMST2,244,2.64,190507.0,2.642619,101010011111110001100001010011111111110011111110111110111111100101001101101000100001000110001111000001101001111111100111000101001110001001100101011011001100101111111001111101111110111010100111111001011110111011100110111110110111011111111100010110100111111001110001010111110011101111110100110101011011011111100110110001111010111110011111100111011011110011010111110101100101010011011111100001111001000101011111011011011101101101110001111010101110101101101111010001011110010101111101110101110010111001110
2024-11-11 17:30:11.122226,gka.5f,PALUBECKIS2004bMST2,344,2.64,190507.0,2.64724,101010011111110001100001010011111111110011111110111110111111100101001101101000100001000110001111000001101001111111100111000101001110001001100101011011001100101111111001111101111110111010100111111001011110111011100110111110110111011111111100010110100111111001110001010111110011101111110100110101011011011111100110110001111010111110011111100111011011110011010111110101100101010011011111100001111001000101011111011011011101101101110001111010101110101101101111010001011110010101111101110101110010111001110
2024-11-11 17:30:13.830852,gka.5f,PALUBECKIS2004bMST2,444,2.64,190507.0,2.643104,010101100000001110011110101100000000001100000001000001000000011010110010010111011110111001110000111110010110000000011000111010110001110110011010100100110011010000000110000010000001000101011000000110100001000100011001000001001000100000000011101001011000000110001110101000001100010000001011001010100100100000011001001110000101000001100000011000100100001100101000001010011010101100100000011110000110111010100000100100100010010010001110000101010001010010010000101110100001101010000010001010001101000110001
2024-11-11 17:30:16.536472,gka.5f,PALUBECKIS2004bMST2,544,2.64,190507.0,2.642704,010101100000001110011110101100000000001100000001000001000000011010110010010111011110111001110000111110010110000000011000111010110001110110011010100100110011010000000110000010000001000101011000000110100001000100011001000001001000100000000011101001011000000110001110101000001100010000001011001010100100100000011001001110000101000001100000011000100100001100101000001010011010101100100000011110000110111010100000100100100010010010001110000101010001010010010000101110100001101010000010001010001101000110001
