timestamp,graphname,heuristic,seed,limit,objective,runtime,solution
2024-11-09 08:31:18.510780,g002618,MERZ1999GLS,144,0.091,65290.0,0.091064,10100100000000001011011000110111100110110111101000011100011101011110101010011011011000111101001101001001000111111000111011010101000100100110100110011101101001000101001000011011010001010010011001011000110011001001101101100100001000000011000100001111000110011001100100000011110111101111010000001111001100101011111100100001
2024-11-09 08:31:18.605065,g002618,MERZ1999GLS,244,0.091,65604.0,0.091046,11101100100100001011011000110111100111110111001000011101111111001100100010011011011000111110001101001001000111111010101011000101100100100110100100011101001010000100001000011011010001010110011000011000110001101011111000110100001010000011000000111111000110011001101000000011110111101111010000011111000100101011111100100001
2024-11-09 08:31:18.699438,g002618,MERZ1999GLS,344,0.091,65604.0,0.091166,00010011011011110100100111001000011000001000110111100010000000110011011101100100100111000001110010110110111000000101010100111010011011011001011011100010110101111011110111100100101110101001100111100111001110010100000111001011110101111100111111000000111001100110010111111100001000010000101111100000111011010100100011011110
2024-11-09 08:31:18.794160,g002618,MERZ1999GLS,444,0.091,65496.0,0.091539,11101100100100001011011000100111100111110101001000011101111110001100100010011001011000111110001101001001000111111010101011001101100100100110100000010101001010000100101000011011010001010110011100001000110001101011111000110100101010000011000000111111000110011001111000000011111111111111010000011111010100101011011101100001
2024-11-09 08:31:18.888597,g002618,MERZ1999GLS,544,0.091,65526.0,0.091294,00110011011011110100100111101000011000101001100111100000000100110011011101100100100111000001110010110111111000000101010100111010011011011001011011100010110101111011110111100100000110111001100111100111001010010100000101001011110100101100111111000000111001100110110110111100001000010001111111101000111010010101100011011110
