name,experiment,type,durationLoad,bits,size,durationBuild,samples,temperatureStart,temperatureEnd,offsetEnergy,durationSample,scalingFactor,durationScale,roundedToZero,notUsedBits,l1Norm,l2Norm,durationCheckRounding,runs,iterations,durationSolve,durationAnneal,durationLibrary,cut,tgt,rate,durationEvaluate,duration,baseline,timeRate,solution
g002172,0,int,7.7116099999999999e-01,39,772,5.6414100000000000e-01,0,8.0960219835346459e+02,9.9539901477994007e+01,1.7769487179487180e+02,3.3800999999999998e-02,1.0000000000000000e+00,1.4650000000000000e-02,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.2209999999999999e-03,16,10000,1.9990862000000000e+01,1.2788387298583984e+01,0.0000000000000000e+00,0.0000000000000000e+00,,-1.00000000e+00,6.6200000000000000e-03,2.0610074000000001e+01,-1.0000000000000000e+00,-1.00000000e+00,1111111111111111111111111111111111111111
g002172,1,int,7.7116099999999999e-01,39,772,2.0870100000000000e-01,0,8.0960219835346459e+02,9.9539901477994007e+01,1.7769487179487180e+02,9.1190000000000004e-03,1.0000000000000000e+00,6.7329999999999994e-03,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.3630000000000001e-03,16,10000,1.9612403000000000e+01,1.2464933395385742e+01,0.0000000000000000e+00,0.0000000000000000e+00,,-1.00000000e+00,3.6449999999999998e-03,1.9840600999999999e+01,-1.0000000000000000e+00,-1.00000000e+00,1111111111111111111111111111111111111111
g002172,2,int,7.7116099999999999e-01,39,772,2.0582299999999998e-01,0,8.0960219835346459e+02,9.9539901477994007e+01,1.7769487179487180e+02,8.2570000000000005e-03,1.0000000000000000e+00,6.2670000000000000e-03,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.2109999999999999e-03,16,10000,1.6756912000000000e+01,1.2015473365783691e+01,0.0000000000000000e+00,0.0000000000000000e+00,,-1.00000000e+00,3.1019999999999997e-03,1.6980360999999998e+01,-1.0000000000000000e+00,-1.00000000e+00,1111111111111111111111111111111111111111
g002172,3,int,7.7116099999999999e-01,39,772,1.9865900000000000e-01,0,8.0960219835346459e+02,9.9539901477994007e+01,1.7769487179487180e+02,6.7749999999999998e-03,1.0000000000000000e+00,6.1609999999999998e-03,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.2369999999999998e-03,16,10000,1.6492383000000000e+01,1.1869550704956055e+01,0.0000000000000000e+00,0.0000000000000000e+00,,-1.00000000e+00,2.9770000000000000e-03,1.6706955000000001e+01,-1.0000000000000000e+00,-1.00000000e+00,1111111111111111111111111111111111111111
g002172,4,int,7.7116099999999999e-01,39,772,2.0332899999999998e-01,0,8.0960219835346459e+02,9.9539901477994007e+01,1.7769487179487180e+02,6.7619999999999998e-03,1.0000000000000000e+00,6.1909999999999995e-03,0,0,0.0000000000000000e+00,0.0000000000000000e+00,2.1849999999999999e-03,16,10000,1.7112317999999998e+01,1.1799887657165527e+01,0.0000000000000000e+00,0.0000000000000000e+00,,-1.00000000e+00,2.4250000000000001e-03,1.7331024999999997e+01,-1.0000000000000000e+00,-1.00000000e+00,1111111111111111111111111111111111111111
