name,experiment,type,durationLoad,bits,size,durationBuild,samples,temperatureStart,temperatureEnd,offsetEnergy,durationSample,scalingFactor,durationScale,roundedToZero,notUsedBits,l1Norm,l2Norm,durationCheckRounding,runs,iterations,durationSolve,durationAnneal,durationLibrary,cut,tgt,rate,durationEvaluate,duration,baseline,timeRate,solution
g001412,0,int,7.7524199999999999e-01,77,846,5.8641299999999996e-01,0,1.9528104650502780e+00,3.1245855011653589e-01,5.5584415584415581e-01,5.2024999999999995e-02,1.0000000000000000e+00,5.7763999999999996e-02,0,0,0.0000000000000000e+00,0.0000000000000000e+00,1.4183999999999999e-02,16,10000,2.0222773999999998e+01,1.2595868110656738e+01,0.0000000000000000e+00,2.9300000000000000e+02,,-1.00000000e+00,1.0329999999999999e-02,2.0929305999999997e+01,-1.0000000000000000e+00,-1.00000000e+00,010011100011010011000111101010100000011000101100110011100000011111011101010001
g001412,1,int,7.7524199999999999e-01,77,846,2.1519700000000000e-01,0,1.9528104650502780e+00,3.1245855011653589e-01,5.5584415584415581e-01,2.7623999999999999e-02,1.0000000000000000e+00,3.3652999999999995e-02,0,0,0.0000000000000000e+00,0.0000000000000000e+00,1.3821999999999999e-02,16,10000,1.9052513999999999e+01,1.2259273529052734e+01,0.0000000000000000e+00,2.9500000000000000e+02,,-1.00000000e+00,7.6479999999999994e-03,1.9336635999999999e+01,-1.0000000000000000e+00,-1.00000000e+00,101110000111101100111000010100110011110101010011101100011111100000100000101110
g001412,2,int,7.7524199999999999e-01,77,846,2.0903800000000000e-01,0,1.9528104650502780e+00,3.1245855011653589e-01,5.5584415584415581e-01,2.6438999999999997e-02,1.0000000000000000e+00,3.3554000000000000e-02,0,0,0.0000000000000000e+00,0.0000000000000000e+00,1.3486000000000000e-02,16,10000,1.6850746999999998e+01,1.1812318801879883e+01,0.0000000000000000e+00,2.9300000000000000e+02,,-1.00000000e+00,7.7789999999999995e-03,1.7127556999999996e+01,-1.0000000000000000e+00,-1.00000000e+00,110101010010001111000111000101011111001010011001100100011111100000011111010001
g001412,3,int,7.7524199999999999e-01,77,846,2.0637699999999998e-01,0,1.9528104650502780e+00,3.1245855011653589e-01,5.5584415584415581e-01,2.4258999999999999e-02,1.0000000000000000e+00,3.3436000000000000e-02,0,0,0.0000000000000000e+00,0.0000000000000000e+00,1.3325999999999999e-02,16,10000,1.7130994999999999e+01,1.1835757255554199e+01,0.0000000000000000e+00,2.9500000000000000e+02,,-1.00000000e+00,6.7349999999999997e-03,1.7401801999999996e+01,-1.0000000000000000e+00,-1.00000000e+00,101100000111101100111000010100110011110101010011101100011111100000100000101110
g001412,4,int,7.7524199999999999e-01,77,846,2.0418799999999998e-01,0,1.9528104650502780e+00,3.1245855011653589e-01,5.5584415584415581e-01,2.5162999999999998e-02,1.0000000000000000e+00,3.2901000000000000e-02,0,0,0.0000000000000000e+00,0.0000000000000000e+00,1.3462999999999999e-02,16,10000,1.7021742000000000e+01,1.1840888977050781e+01,0.0000000000000000e+00,2.9500000000000000e+02,,-1.00000000e+00,6.6619999999999995e-03,1.7290655999999998e+01,-1.0000000000000000e+00,-1.00000000e+00,101100000111101100111000010100110011110101010011101100011111100000100000101110
